,OBJECT,LAT,LON,ALTITUDE,ALT_NORM,NEAR_TEMPLE,NEAR_BATTLE_SITE,NEAR_ANCIENT_HARBOR,NEAR_POLIS,NEAR_MODERN_CITY,CLASSIFICATION
256,Stirnfragment eines Helms,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
257,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
258,Object type: grave-marker; funerary equipment,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
259,Object type: dish,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
260,Object type: strainer,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
261,Hahnenkopf,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
262,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
263,Object type: bead,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
264,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
265,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
266,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
267,Object type: transport amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
268,Object type: guttus; askos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
269,Object type: epinetron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
270,Object type: stove; brazier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
271,Object type: krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
272,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
273,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
274,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
275,Object type: figure; charm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
276,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
277,Object type: mug,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
278,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
279,Omphalosschale (Omphalos angebrochen),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
280,Votivstatuette: Stier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
281,Object type: plate,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
282,Object type: vessel; figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
283,Object type: necklace,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
284,Object type: tool/implement,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
285,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
286,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
287,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
288,Object type: votive figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
289,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
290,Object type: pendant,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
291,Object type: figurine,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
292,Object type: doll,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
293,Object type: handle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
294,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
295,Object type: brick; architecture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
296,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
297,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
298,Object type: curse,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
299,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
300,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
301,Object type: votive figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
302,Object type: jar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
303,"Ornamentblech (""Runzelblech"")",37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
304,Object type: transport amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
305,Object type: askos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
306,Object type: basin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
307,Object type: statuette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
308,Henkelansatz von einem Gefäß,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
309,Object type: plaque,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
310,Object type: pendant,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
311,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
312,Object type: plaque; fitting; cheek-piece,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
313,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
314,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
315,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
316,Object type: mortarium,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
317,Object type: kantharos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
318,Object type: juglet,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
319,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
320,Gefäßhenkel (mit drei runden Ansätzen),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
321,Object type: herm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
322,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
323,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
324,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
325,Einstufiges quadratisches Gewicht (attisch-äginetischer Standard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
326,Object type: capital,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
327,Object type: stamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
328,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
329,Object type: finger-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
330,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
331,Großer Kannenhenkel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
332,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
333,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
334,Object type: sword,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
335,Object type: lid,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
336,Object type: phiale,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
337,Object type: nail,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
338,Object type: lamp-stand; lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
339,Kopf eines Ziernagels,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
340,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
341,Object type: column,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
342,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
343,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
344,Fragment eines Sporen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
345,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
346,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
347,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
348,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
349,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
350,Object type: krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
351,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
352,Gefäßrandbeschlag,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
353,Object type: stand; box,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
354,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
355,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
356,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
357,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
358,Object type: pillar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
359,Untersatz eines Wasserbeckens (Perirrhanterion),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
360,Object type: oil-lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
361,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
362,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
363,Object type: votive figure; doll,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
364,Object type: sealing; seal-impression,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
365,Object type: lip-cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
366,Object type: mug; measure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
367,Object type: plate,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
368,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
369,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
370,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
371,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
372,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
373,Object type: lamp-ornament; lamp; handle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
374,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
375,Object type: spindle-whorl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
376,Frühklassische Statuette des blitzschleudernden Zeus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
377,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
378,Zweirädriger Streitwagen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
379,Gefäßhenkel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
380,Object type: model,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
381,Object type: disc; costume-fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
382,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
383,Object type: casting waste,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
384,Object type: cup type a,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
385,Object type: column,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
386,Object type: kylix,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
387,Object type: lamp-stand; lamp; incense-burner,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
388,Object type: bottle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
389,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
390,Ohrring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
391,Object type: vessel; amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
392,Object type: stela,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
393,Object type: volute krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
394,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
395,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
396,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
397,Object type: votive plaque; relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
398,Object type: jug,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
399,Object type: acroterion,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
400,Object type: sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
401,Object type: tripod,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
402,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
403,Fragment eines Gefäßhenkels in Form einer Schlange,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
404,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
405,Object type: ear-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
406,Object type: new year-flask,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
407,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
408,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
409,Object type: mirror; handle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
410,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
411,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
412,Object type: guttus,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
413,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
414,Object type: knuckle-bone,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
415,Ölkännchen mit Deckel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
416,Object type: ear-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
417,Object type: necklace,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
418,Object type: neck-amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
419,Object type: pyxis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
420,Object type: tablet,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
421,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
422,Object type: kotyle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
423,Object type: plemochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
424,Palästragerät in Form eines Springrings mit zwei Schabern und einem Ring mit Rest einer Kette,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
425,Object type: vessel; plate; jug; cup; bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
426,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
427,Einstufiges quadratisches Gewicht (attisch-äginetischer Standard,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
428,Object type: cameo,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
429,Object type: brazier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
430,Object type: sima,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
431,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
432,Object type: sculpture,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
433,Object type: plate,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
434,Mund (zum Einsetzen in eine Bronzestatue),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
435,Object type: krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
436,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
437,Pferd (Vorderteil),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
438,Object type: finger-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
439,Object type: alabastron,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
440,Object type: lekanis,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
441,Object type: tomb-relief; cast,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
442,Figur eines betenden Mannes mit Helm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
443,Object type: gem,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
444,Gefäßhenkel mit zwei gerippten Knoten,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
445,Object type: kantharos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
446,Object type: amphoriskos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
447,Object type: fitting; figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
448,Gedrehte Haarlocke (oder Fragment eines Blitzbündels; vielleicht Teil einer Bronzestatue),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
449,Fragment einer großen geometrischen Fibel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
450,Object type: vase,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
451,Object type: herm,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
452,Object type: statue,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
453,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
454,Object type: finger-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
455,Object type: bell krater,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
456,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
457,Object type: coin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
458,Object type: model; axe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
459,Object type: armlet,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
460,Object type: jar; bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
461,Object type: knife,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
462,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
463,Object type: cippus; altar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
464,Object type: fitting,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
465,Object type: pilgrim flask,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
466,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
467,Fibel mit ringsherum profiliertem Knoten,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
468,Stier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
469,Object type: phiale,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
470,Object type: transport amphora; wine-jar,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
471,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
472,Object type: relief,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
473,Object type: cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
474,Stiel eines Spatels,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
475,Object type: bowl,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
476,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
477,Object type: stela,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
478,Eichelförmiger Knopf,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
479,Object type: artefact,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
480,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
481,Object type: die,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
482,Object type: kothon,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
483,Object type: amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
484,Object type: mortarium,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
485,Object type: column,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
486,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
487,Object type: transport amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
488,Object type: cup-skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
489,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
490,Großer gebogener Henkel mit breitem Streifen mit Vogelkopf,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
491,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
492,Object type: base,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
493,Object type: oinochoe; amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
494,Object type: finger-ring,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
495,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
496,Object type: mortarium,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
497,Object type: vessel,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
498,Bleiplättchen mit griechischer Inschrift ΑΓΛANIKOΣ,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
499,Object type: figure; horse bridle-bit,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
500,Object type: aryballos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
501,Fragment eines Miniaturdreifußes (Stabdreifußes),37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
502,Object type: jewellery-fitting; disc,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
503,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
504,Object type: writing-tablet; curse,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
505,Object type: lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
506,Object type: amphora,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
507,Object type: horse-harness; figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
508,Object type: stove; brazier,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
509,Object type: sealstone,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
510,Object type: cornice,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
511,Object type: votive offering; figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
512,Längliches,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
513,Object type: block,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
514,Object type: pin,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
515,Object type: lamp-stand; kernos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
516,Object type: cosmetic-bottle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
517,Object type: olpe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
518,Object type: bottle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
519,Object type: statue; cast,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
520,Object type: moulding,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
521,Object type: bottle,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
522,Object type: document,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
523,Object type: skyphos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
524,Object type: oil-lamp,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
525,Object type: band cup,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
526,Object type: waster,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
527,Pferd mit zwei Gußzapfen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
528,Fragment eines Spiralarmbands,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
529,Object type: jug,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
530,Object type: figure,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
531,Ornamentblech mit getriebenen Punktstreifen,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
532,Object type: oinochoe,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
533,Object type: fibula,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
534,Object type: lekythos,37.6384588,21.6298796,32.37870407,1,1,0,1,1,0,1
