,OBJECT,LAT,LON,ALTITUDE,ALT_NORM,NEAR_TEMPLE,NEAR_BATTLE_SITE,NEAR_ANCIENT_HARBOR,NEAR_POLIS,NEAR_MODERN_CITY,CLASSIFICATION
2674,Sechsbeiniger Käfer (Skarabäus),37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2675,Perücke von einer ägyptischen Statuette,37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2676,Attisch rotfiguriges Alabastron,37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2677,Frühattische Amphora (modern ergänzt),37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2678,Ägyptische Statuette des Osiris,37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2679,Gerätstütze in Form eines jungen Mannes,37.7408815,23.5014213,97.12973785,1,1,0,1,1,0,1
2680,Attisch-spätgeometrische Halsamphora mit Tierdarstellungen,39.6102887,22.047637,102.1957321,1,1,1,1,1,1,1
2681,Frühklassische Statuette: Knabe mit Ball,39.6102887,22.047637,102.1957321,1,1,1,1,1,1,1
2682,Terone,38.4933701,22.979854,104.8045425,1,1,1,1,1,0,1
2683,Frau,37.7045099,21.5706786,122.6079483,1,1,1,1,1,0,1
2684,Steinbock,37.1424653,21.9522491,144.6662445,1,1,0,1,1,0,1
2685,Griechische Terrakotte: Hydrophore,37.9290786,23.5133267,145.3704987,1,1,1,1,1,0,1
2686,Griechischer Handspiegel (heute nur noch oberer Teil des Griffs sowie eventuell ein Rest der Spiegelscheibe vorhanden),37.9290786,23.5133267,145.3704987,1,1,1,1,1,0,1
2687,Abdera,37.9715323,23.7257492,150.6295776,1,1,1,1,1,1,1
2688,Ohrgehänge: über Scheiben zwei nach außen blickende Greifenköpfe mit aufgesperrtem Maul,36.6914464,24.3935655,152.8119812,1,1,0,1,0,0,1
2689,Halskette mit einem Widderkopf als Anhänger,36.6914464,24.3935655,152.8119812,1,1,0,1,0,0,1
2690,Attische Bauchamphora,36.6914464,24.3935655,152.8119812,1,1,0,1,0,0,1
2691,Korinthischer Helm,36.6914464,24.3935655,152.8119812,1,1,0,1,0,0,1
2692,Minoischer rechteckiger Schieber mit Tierkampfdarstellung,38.3663664,23.0965064,169.2026367,1,1,1,1,1,0,1
2693,Fragment eines Armrings in Form eines Weidenblattbandes,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2694,Armspange,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2695,Kopf und Hals eines Pferdes mit Spuren von Bemalung,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2696,Blechfragment eines Diadems (?). Oberer oder unterer Rand. Am Rand verlaufen zwei parallele punktierte Linien,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2697,Blechfragment eines Diadems (?). An dem einen erhaltenen Rand zwei parallele punktierte Linien. Darüber zwei gleiche,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2698,Fragment eines gegossenen,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2699,Blech in Form eines Hahns,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2700,Pferdeprotome,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2701,Armring mit einfacher Wellenlinie,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2702,Armring von ganz einfacher Form,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2703,Linker Unterschenkel einer Statuette,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2704,Bleigewicht mit Darstellung eines kelchförmigen Bechers,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2705,Statuette eines Pferdes in geometrischem Stil. Mit Gravierung. Basis durchbrochen,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2706,Fragment eines Schalenhenkels,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2707,Miniaturdreifußbein,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2708,Blechfragment eines Diadems (?). An beiden Rändern je zwei punktierte Linien; in der Mitte eine flache Welle,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2709,Blech mit Darstellung einer Hasenjagd und separat gearbeiteten und aufgenieteten Rosetten,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2710,Oberkörperfragment einer geometrischen Kriegerstatuette,38.322579,23.3204309,183.0019379,1,1,1,1,1,1,1
2711,Flacher Teller mit zwei bogenförmigen,37.074461,22.430264,201.6013794,1,1,1,1,1,1,1
2712,Vierseitige Basis: Weihung eines Agoranomen an Hermes,36.8400184,25.8876641,212.6893311,1,1,0,1,0,0,1
2713,Nadel,36.8400184,25.8876641,212.6893311,1,1,0,1,0,0,1
2714,Archaische Spiegelstütze in Gestalt einer nackten Frau mit Eros auf der Schulter,38.3275438,23.5366453,230.1519928,1,1,1,1,1,1,1
2715,Archaische Statuette der Chimaira,38.3275438,23.5366453,230.1519928,1,1,1,1,1,1,1
2716,Attische Trinkschale,38.3275438,23.5366453,230.1519928,1,1,1,1,1,1,1
2717,Melisches Relief: Orest und Elektra am Grab ihres Vaters Agamemnom,38.3275438,23.5366453,230.1519928,1,1,1,1,1,1,1
2718,Minoischer dreiseitiger Amygdaloid mit figürlichen Motiven,37.7308631,22.7561327,233.8953094,1,1,1,1,1,1,1
2719,Minoische Gemme (Lentoid): Ein mächtiger Löwe reiβt einen Damhirsch,37.4385028,24.9139344,245.9608459,1,1,1,1,1,1,1
2720,Hoher Becher mit schmalen Ösenrippen (Kykladischer Schnurösenbecher),37.4385028,24.9139344,245.9608459,1,1,1,1,1,1,1
2721,Idol,37.4385028,24.9139344,245.9608459,1,1,1,1,1,1,1
2722,Minoische Gemme (Lentoid): Ein mit einem Schurz bekleideter Mann beugt sich über einen erlegten Stier,37.4385028,24.9139344,245.9608459,1,1,1,1,1,1,1
2723,Attische Terrakotte: Thronende Athena,37.7985844,22.8343844,279.4526672,1,1,1,1,1,1,1
2724,Mykenisches Pferdegebiß (Pferdetrense),40.7468,30.8809,294.0844421,1,0,0,1,0,1,1
2725,Mykenisches Pferdegebiß (Pferdetrense),40.7468,30.8809,294.0844421,1,0,0,1,0,1,1
2726,Mykenischer Becher auf hohem Fuβ,40.7468,30.8809,294.0844421,1,0,0,1,0,1,1
2727,Mykenische Lanzenspitze,40.7468,30.8809,294.0844421,1,0,0,1,0,1,1
2728,Hand von einer archaischen Statuette. Die Faust ist geballt,36.6171452,24.916088,304.9113159,1,1,1,1,1,1,1
2729,Aufsatzfigur eines archaischen Kessels: Statuette eines schreitenden Kriegers (Hoplit),38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2730,Griechischer Karneol: Negerknabe mit Aryballos,38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2731,Attisch rotfigurige Bauchlekythos,38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2732,Wagenlenker,38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2733,Bruchstück eines Grabreliefs: Kopf eines Jünglings mit Lanze,38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2734,Böotische Dreifuβdeckelbüchse mit zugehörigem Deckel,38.0457568,23.8584737,348.4972229,1,1,1,1,1,1,1
2735,Lanzenspitze,38.3036718,23.1500584,379.2146912,1,1,1,1,1,0,1
2736,Gelagerter Mann,38.3036718,23.1500584,379.2146912,1,1,1,1,1,0,1
2737,Kantharos,38.3036718,23.1500584,379.2146912,1,1,1,1,1,0,1
2738,Lanzenschuh (Sauroter),38.3036718,23.1500584,379.2146912,1,1,1,1,1,0,1
2739,Dreiseitiges Prisma mit Tierdarstellungen,36.585572,27.8428651,400.2215271,1,1,1,1,1,0,1
2740,Mykenische Gemme (Lentoid): Ein fliehender Stier bricht,36.585572,27.8428651,400.2215271,1,1,1,1,1,0,1
2741,Bleigewicht mit Winkel oder griechischem Buchstaben Γ,38.5236036,23.8584737,405.1898193,1,1,1,1,1,1,1
2742,Fragment eines Blechs. Von der Darstellung erkennt man links die Hinterbeine eines stehenden Löwen,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2743,Kleine Blechfragmente von Diademen oder Gürteln mit Rosettenverzierung (liegen in einem Kästchen zusammen),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2744,Kleine geometrische Fibel mit fast kugeligem,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2745,Drei Henkel einer Hydria,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2746,Kleine Doppelaxt mit eingedrehter Kreisverzierung,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2747,Fragment einer Rosette aus dünnem Blech. Die Rosette ist von einem Punktkreis eingerahmt,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2748,Drei Fragmente eines Diadems aus dünnem Blech. Die Verzierung besteht aus einem Band von Lotosblüten,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2749,Fragment einer Rosette (?) aus dünnem Blech. Nur die mit einem Gorgoneion verzierte Mitte ist erhalten. In drei Stücke zerbrochen.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2750,Drei Fragmente eines Diadems aus dünnem Blech. Die Verzierung besteht aus einem Band von Lotosblüten,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2751,Fragment aus dünnem Blech. Erhalten ist von der Verzierung der Teil einer Rosette mit Punktreihe darüber,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2752,Fragment aus dünnem Blech. Von der Darstellung sind nur undeutliche Reste erhalten. Über der Darstellung eine Punktreihe.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2753,Bügel eines Schlosses,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2754,Fragment aus dünnem Blech. Von der Darstellung erhalten sind zwei Greifenköpfe,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2755,Fragment eines Blechs. Von der Darstellung erhalten Rest eines Flügels (?),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2756,Fragment eines Blechs. Von der Darstellung erhalten Reste von Flügeln (?),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2757,Drei kleine Blechfragmente eines Diadems (?). An dem einen Rand zwei parallele punktierte Linien. ... Dazwischen zwei sich kreuzende steile Wellenornamente. ...,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2758,Fragment aus dünnem Blech. Von der Darstellung erhalten sind zwei Vogelbeine. Darunter zwei Reihen Punkte.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2759,Fragment eines Blechs. Von der Darstellung ist das Hinterteil einer sitzenden Sphinx erhalten,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2760,Fragment eines Blechs mit frontalem Athenakopf,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2761,Fragment eines Blechs. Von der Darstellung erhalten sind die Vorderbeine eines Rehs (?) ...,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2762,Fragment einer Rosette aus dünnem Blech. Die Mitte wird durch ein Gorgoneion gefüllt.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2763,Fragment einer Rosette aus dünnem Blech; nur die mit einem Gorgoneion verzierte Mitte ist erhalten.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2764,Fragment eines Blechs. Dargestellt sind zwei Sphingen einander gegenüber,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2765,Ca. 40 - 50 Fragmente von Blechen mit Flechtbändern verziert,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2766,Fragment eines Blechstreifens mit Rest einer Darstellung ...,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2767,Fragmente von Blechen ohne Verzierung,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2768,Drei aneinander anpassende Blechfragmente mit der Darstellung eines Eichenzweigs,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2769,Blechfragment mit getriebenen Schuppen (vielleicht auch Teil eines Hahns),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2770,Kleine geometrische Fibel mit massivem Bügel,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2771,Kleine geometrische Fibel mit hohlem Bügel,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2772,Kleines Fragment einer griechischen Inschrift,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2773,Frühklassische Statuette eines Jünglings,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2774,Fragment einer Rosette (?) oder eines Blechs mit kreisrunder Verzierung,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2775,Drei kleine Blechfragmente von einem Diadem (?). Die Verzierung besteht in zwei in geringem Abstande parallel nebeneinanderher laufender steiler punktierter Wellenlinien,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2776,Fragment eines Blechs. Dargestellt ist ein Tier ...,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2777,Ca. 20 Blechfragmente von Diademen mit doppelten Punktreihen und Wellenlinien verziert.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2778,Klassische Statuette des Herakles oder Zeus (?),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2779,Fragmente eines Blechs,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2780,Kleines Fragment eines Blechs. Von der Darstellung erhalten ein Teil einer sitzenden Sphinx (?),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2781,Kleines Fragment eines Blechs. Von der Darstellung erhalten ist ein Flügel,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2782,Fragment aus dünnem Blech. Darauf Reste einer Rosette als Verzierung,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2783,Fragment einer Maske (aus getriebenem Blech),37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2784,Drei Fragmente eines Blechs mit verschiedenen Darstellungen: Stabornament,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2785,Fragment aus dünnem Blech. Von der Verzierung ist erhalten das Stück einer Rosette mit umgebendem Punktkreis.,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2786,Kleine Fragmente von großen Rosetten aus Blech,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2787,Fragmente von Blechen mit Resten figürlicher Darstellungen,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2788,Fünf kleine Blechfragmente von einem Diadem (?). Die Verzierung besteht in zwei in geringem Abstand parallel nebeneinanderlaufender steiler punktierter Wellenlinien,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2789,Deckelstück einer Lampe,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2790,Drei Blechfragmente eines Diadems (?). An beiden Rändern laufen zwei parallele punktierte Linien entlang. Dazwischen zwei Wellen aus je zwei punktierten Linien. ...,37.890983,22.87003,426.5015259,1,1,1,1,0,0,1
2791,Göttin,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2792,Greifenprotome. Ansatzring fragmentiert,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2793,Greifenprotome,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2794,Graeco-Persischer Skarabäoid,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2795,Greifenprotome,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2796,Minoische Gemme (Diskos): Architekturornament (rechtwinklig abgeteilte Felder mit verschiedenen geometrischen Mustern gefüllt),37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2797,Minoischer Amygdaloid,37.401244,22.1364871,428.5194397,1,1,1,1,1,1,1
2798,Siegesstele des Königs Asarhaddon von Assyrien über Ägypten,37.103889,36.676389,493.7905884,0.81,0,0,0,0,1,1
2799,Geometrische Statuette eines Reiters auf radförmiger Basis,37.103889,36.676389,493.7905884,0.81,0,0,0,0,1,1
2800,Mykenische Gemme (Lentoid): Zweikampf,37.4397413,21.7853143,570.8353271,0,1,0,1,1,0,1
2801,Inschrift des Idameneus (Stein beidseitig beschrieben),38.4823868,22.5009699,585.0136719,0,1,1,1,1,0,1
2802,Klassische Statuette der Athena,38.4823868,22.5009699,585.0136719,0,1,1,1,1,0,1
2803,Derronen: Euergetes,39.5706413,20.7642843,624.7615967,0,1,0,1,1,1,1
2804,Archaische Statuette einer Kore,37.5079472,22.37349,664.2197876,0,1,1,1,1,1,1
2805,sog. Melisches Relief: Athena,37.5079472,22.37349,664.2197876,0,1,1,1,1,1,1
2806,Naiskos: Hermes mit zwei Göttinnen,37.5079472,22.37349,664.2197876,0,1,1,1,1,1,1
2807,Mykenisches Siegel (Lentoid),37.5079472,22.37349,664.2197876,0,1,1,1,1,1,1
2808,Schlange mit griechischer Weihinschrift an Zeus Meilichios,37.5079472,22.37349,664.2197876,0,1,1,1,1,1,1
2809,Zeus als Blitzschwinger,39.074208,21.824312,890.3170776,0,1,1,1,1,0,1
2810,Kleine Rosette aus dünnem Blech,39.074208,21.824312,890.3170776,0,1,1,1,1,0,1
2811,Dikaia (Thrakien),39.074208,21.824312,890.3170776,0,1,1,1,1,0,1
2812,Gewandnadel. Der obere Teil wird durch eine knopfartige Anschwellung und ein Scheibchen in größerem Abstand davon gebildet,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2813,Ende eines Gefäßhenkels,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2814,Kleine Stierprotome,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2815,Korinthisches Votivtäfelchen (Pinax): Der volle Töpferofen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2816,Rasiermesser,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2817,Kleiner Ring mit daran hängender Öse,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2818,Getriebene Greifenprotome von einem Kessel,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2819,Kleine Stierprotome,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2820,Kleine Schildkröte,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2821,Kleiner Henkel,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2822,Kleine geometrische Fibel mit sehr breitem,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2823,Große Perle unbekannten Gebrauchs,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2824,Bügel einer halbkreisförmigen Fibel mit mehreren Anschwellungen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2825,Protome einer Schlange,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2826,Gewandnadel mit verziertem Knopf,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2827,Fragment eines Eimerhenkels,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2828,Rechteckiges Gewicht (äginetischer Standard,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2829,Fragment eines Rundstabs. Dreifußstütze mit handförmigem Ansatz,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2830,Griff von einem Gerät. Mit einer Rosette verziert,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2831,Greifenprotome. Teil des Ansatzringes,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2832,Fingerring,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2833,Figürliches Salbgefäβ: Stehender Jüngling,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2834,Kleines Blechfragment mit Rest einer figürlichen Darstellung,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2835,Große Löwentatze. Fuß eines Kessels,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2836,Fingerring aus goldiger Bronze. Auf der Abplattung die Figur eines dickbäuchigen Mannes (Schauspieler?),37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2837,Kleine Gewandnadel mit reichverzierter Bekrönung,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2838,Kleines Amulett in Form eines langbekleideten Figürchens,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2839,Kleine Blechfragmente von einem Diadem (?). Am unteren Rand laufen zwei parallele Linien,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2840,Fingerring. Auf der Abplattung ist eine Ziege eingraviert,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2841,Jugendliche Figur,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2842,Einfache Gewandnadel; als Bekrönung dient ein rundes (fragmentiertes) Scheibchen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2843,Griff,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2844,Fingerring. Auf der Abplattung eine Frau,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2845,Kleine Stierprotome mit Öse,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2846,Fingerring. Auf der Abplattung ein laufendes Hündchen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2847,Einfache Gewandnadel; als Bekrönung dient ein rundes Scheibchen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2848,Kleiner Teller mit niederem aufgebogenem Rande und ganz niederem Fußringe. Innen leicht erhaben um Blattrosette Hirsch,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2849,Kleine römische Applik in Form eines weiblichen Kopfes mit Elefantenskalp: Africa,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2850,Gewandnadel. Die Bekrönung zeigt zwei Anschwellungen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2851,Fingerring aus dünner Bronze. Auf der Abplattung die Figur eines Reiters,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2852,Pinzette mit profiliertem Kopf,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2853,Fingerring,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2854,Gewandnadel mit blütenartiger Bekrönung,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2855,Gerätteil (Rotellenattasche),37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2856,Rechteckige Spiegelplatte aus Weißmetall. Oberfläche glänzend schwarz. Eine Ecke weggebrochen,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2857,Fingerring,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2858,Kleine Schmucknadel mit vier Anschwellungen und einer spitzen knopfartigen Bekrönung,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2859,Kleine vierseitige Pyramide,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2860,Kleine Gewandnadel mit einer aus einem größeren und einem kleineren Scheibchen bestehenden Bekrönung,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2861,Bronzener Beschlag mit silbernen Nägeln,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2862,Gewandnadel. Der Kopf mit mehreren Anschwellungen und einem Scheibchen als Abschluß,37.5557825,22.3337769,1098.577881,0,1,1,1,1,1,1
2863,Fragment eines gepressten Blechs mit Darstellung einer geflügelten Göttin mit Polos auf dem Kopf,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2864,Henkel mit Ansatz,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2865,Gegossene,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2866,Fuβ eines Möbels (?),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2867,Geometrischer Vogel,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2868,Griff einer Strigilis mit griechischer Inschrift (ΔΙΟΡ ΟΛΥΜΠΙΩ),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2869,Ende einer Dolchscheide (?),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2870,Kästchen aus Blech,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2871,Einer von drei zusammengehörigen liegenden Löwen,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2872,Fragment eines kleines Gerätes,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2873,Löwenkopf mit überlängtem Hals und kurzen Vorderbeinen,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2874,Plättchen mit Rest einer griechischen Inschrift,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2875,Kleines Fragment eines Blechs. Von der Darstellung ist erhalten ein Flügel,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2876,Geometrische Fibel mit hohlem Bügel; Nadel und Blatt fehlen,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2877,Draht,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2878,Kesselattasche mit menschlichem Kopf und Flügeln,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2879,Applik von einem Krater: Fliehender Hermes,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2880,Fragment eines gepressten Blechs,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2881,Klammer,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2882,Fragment eines gepressten Blechs mit Schuppenmuster,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2883,Pinzette,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2884,Löwenfuβ eines Geräts; oben ein Stück Blech angenietet,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2885,Kleine Greifenprotome,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2886,Kleines,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2887,Halbrunder Gefäßhenkel mit Rotellenattasche,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2888,Kleine Omphalosschale aus Blech,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2889,Fragment eines getriebenen Blechs (mit achtblättriger Rosette),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2890,Fragment eines kleinen zyprischen Kandelabers (oder Thymiaterion) mit zwei Blattkränzen (stellenweise eingedrückt),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2891,Geometrische Fibel; stark fragmentiert,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2892,Hirsch,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2893,Fragment aus dünnem Blech. Zu erkennen ist ein Teil eines Punktkreises nebst Resten von Rosetten,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2894,Henkelansatz von einem Gefäß,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2895,Geflügelte weibliche Gestalt im Knielauf,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2896,Stempel mit lateinischer Inschrift M.L.PATYLAC / ATTICI,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2897,Griff einer Pfanne (oder eines Siebs),39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2898,Fragment eines Gefäßhenkels mit Palmettenansatz,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2899,Nadel mit massivem,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2900,Doppelbeil,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2901,Löffel mit Griff in Gestalt eines nackten Silens,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2902,Fuβplättchen eines Gefäβes,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
2903,Plättchen mit mit Rest einer griechischen Inschrift,39.5026187,20.7599266,1285.579224,0,1,1,1,1,0,1
